quote,image,industry,profile link
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fb11e15397177ea074c2b0d30ddeb459f%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D3%26cropX2%3D744%26cropY1%3D76%26cropY2%3D817,"The bulk of Frits Goldschmeding's fortune comes from his 32% stake in staffing company Randstad Holding, with branches in 38 countries.",https://www.forbes.com/profile/frits-goldschmeding/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c70f35031358e35dd26eedf%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D311%26cropX2%3D1689%26cropY1%3D7%26cropY2%3D1384,Ananda Krishnan is a Harvard Business School grad and former oil trader.,https://www.forbes.com/profile/ananda-krishnan/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8adbfe6de3150009a506b3%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D268%26cropX2%3D548%26cropY1%3D4%26cropY2%3D284,"Joe Mansueto started independent investment research firm Morningstar in 1984 with $80,000 in savings.",https://www.forbes.com/profile/joe-mansueto/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c715d574bbe6f79c54746f9%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2485%26cropX2%3D4872%26cropY1%3D21%26cropY2%3D2407,"Odd Reitan is the sole owner of Reitangruppen, which is one of the largest chains of grocery stores in Norway.",https://www.forbes.com/profile/odd-reitan/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f036214a694dd0006422271%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D227%26cropX2%3D1655%26cropY1%3D30%26cropY2%3D1457,"Antony ""Tony"" Ressler cofounded private equity giant Apollo Global Management with brother-in-law and fellow billionaire Leon Black in 1990.",https://www.forbes.com/profile/antony-ressler/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f036214a694dd0006422271%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D227%26cropX2%3D1655%26cropY1%3D30%26cropY2%3D1457,"Antony ""Tony"" Ressler cofounded private equity giant Apollo Global Management with brother-in-law and fellow billionaire Leon Black in 1990.",https://www.forbes.com/profile/antony-ressler/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5bcfb7584bbe6f78bda5a116%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1225%26cropX2%3D2565%26cropY1%3D163%26cropY2%3D1502,Tse Ping is a member of the billionaire Dhanin clan from Thailand and the guiding hand behind Hong Kong-listed Sino Biopharmaceutical. ,https://www.forbes.com/profile/tse-ping/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d94fceb67dd830006a28926%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D126%26cropX2%3D1024%26cropY1%3D82%26cropY2%3D980,"Ken Xie is the cofounder and CEO of Fortinet, a cybersecurity firm that offers firewalls, cloud security and other services to businesses.",https://www.forbes.com/profile/ken-xie/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F615b17659c4ca3fd706b1a5d%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D1877%26cropY1%3D621%26cropY2%3D2499,Tilman Fertitta is the owner of the Houston Rockets. The NBA approved the $2.2 billion purchase by Fertitta in October 2017. ,https://www.forbes.com/profile/tilman-fertitta/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5de19788ea103f000653b784%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D65%26cropX2%3D660%26cropY1%3D3%26cropY2%3D598,"Son of a rubber trader, Prajogo Pangestu got his start in the timber business in the late 1970s.",https://www.forbes.com/profile/prajogo-pangestu/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5de19788ea103f000653b784%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D65%26cropX2%3D660%26cropY1%3D3%26cropY2%3D598,"Son of a rubber trader, Prajogo Pangestu got his start in the timber business in the late 1970s.",https://www.forbes.com/profile/prajogo-pangestu/?list=billionaires
"The way the world is going, people like to have engagement and entertainment. People want to connect with each other, to see each other.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a2357231358e1a35ab4fc2%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D81%26cropX2%3D566%26cropY1%3D77%26cropY2%3D562,Teddy Sagi founded gambling software developer Playtech in 1999 and built it into a $700 million (sales) firm that trades on London's stock exchange.,https://www.forbes.com/profile/teddy-sagi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e77d3b6d8e1ae0007b736a4%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1902%26cropX2%3D5027%26cropY1%3D82%26cropY2%3D3208,"Thomas Straumann owns a 17% stake in the world's largest manufacturer of dental implants, publicly held Straumann Holding. ",https://www.forbes.com/profile/thomas-straumann/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F56dbf33ff9a34972aa0637c95ea9c36b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D85%26cropY2%3D829,"David Sun cofounded and helps run Kingston Technology, which makes storage and memory products, as COO from a cubicle on the sales floor.",https://www.forbes.com/profile/david-sun/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fa8e97df48d0b22d58aa783577ec6c714%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D3%26cropX2%3D744%26cropY1%3D63%26cropY2%3D804,"Kingston Technology CEO John Tu runs the firm, which makes storage and memory products, from a cubicle on sales floor.",https://www.forbes.com/profile/john-tu/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Erich Wesjohann is the chairman and namesake of Germany-based EW Group, the world's largest poultry breeding and genetics company.
",https://www.forbes.com/profile/erich-wesjohann/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Xu chairs Guangzhou Tinci Materials Technology, a chemical supplier.",https://www.forbes.com/profile/xu-jinfu/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6220f15823d360f397d92ee1%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1317%26cropX2%3D2912%26cropY1%3D283%26cropY2%3D1877,"Alexander Abramov is chairman of steel company Evraz, which is also his biggest holding. ",https://www.forbes.com/profile/alexander-abramov/?list=billionaires
"Everybody in America came from some immigrant place, or else they're Native American. That's what made America great.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8ad87818444200084e723e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D768%26cropY1%3D58%26cropY2%3D826,"Real estate tycoon Neil Bluhm is the owner of marquee Chicago properties like 900 North Michigan and the Ritz Carlton.
",https://www.forbes.com/profile/neil-bluhm/?list=billionaires
What I take pride in is having profitable companies.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8af98622254b0008e166c7%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2722%26cropX2%3D4120%26cropY1%3D980%26cropY2%3D2377,"The little-known king of subprime car loans, Don Hankey presides over the $2.1 billion (sales) Hankey Group, a Los Angeles-based auto services empire.",https://www.forbes.com/profile/don-hankey/?list=billionaires
What I take pride in is having profitable companies.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8af98622254b0008e166c7%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2722%26cropX2%3D4120%26cropY1%3D980%26cropY2%3D2377,"The little-known king of subprime car loans, Don Hankey presides over the $2.1 billion (sales) Hankey Group, a Los Angeles-based auto services empire.",https://www.forbes.com/profile/don-hankey/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f4977a36096df14bbef84d4%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D781%26cropX2%3D1650%26cropY1%3D314%26cropY2%3D1183,"Jane Lauder, granddaughter of cosmetics legend Estée Lauder, is an executive vice president and chief data officer at Estée Lauder. ",https://www.forbes.com/profile/jane-lauder/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,Gwendolyn Sontheim Meyer inherited an estimated 8% stake in food giant Cargill.,https://www.forbes.com/profile/gwendolyn-sontheim-meyer/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a0baa54bbe6f0e55869bfa%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D77%26cropY2%3D821,"A chartered accountant, John Reece joined chemicals conglomerate Ineos in 2000 as financial director, less than two years after its founding.",https://www.forbes.com/profile/john-reece/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F59b00d1da7ea434a34f36956%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D168%26cropX2%3D3712%26cropY1%3D634%26cropY2%3D4180,"Eric Smidt is CEO of $5 billion (sales) Harbor Freight Tools, a home improvement retailer that has over 1,200 stores in 48 states.",https://www.forbes.com/profile/eric-smidt/?list=billionaires
"For me, being rich means being responsible first and foremost. Money is hard to earn, but it is even harder to manage it correctly.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62471db4daae70f1df2b15f6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D537%26cropX2%3D2441%26cropY1%3D13%26cropY2%3D1917,"Viktor Vekselberg, a Ukrainian-born aluminum baron, made his first million selling scrap copper from worn-out cables. ",https://www.forbes.com/profile/viktor-vekselberg/?list=billionaires
"All of a sudden, one day you're the big guy in the industry. At first I didn't know if I liked being the big guy, because with this came a new responsibility.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F59de76b431358e542c039eea%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D116%26cropX2%3D1254%26cropY1%3D44%26cropY2%3D1181,"Ronald Wanek is the founder of America's largest home furniture manufacturer and retailer, Ashley Furniture.",https://www.forbes.com/profile/ronald-wanek/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e741d5a10380d0006bdab99%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D884%26cropX2%3D2726%26cropY1%3D44%26cropY2%3D1885,"Rene Benko is the founder of Signa Holding, which manages more than $12 billion in real estate assets and is one of Europe's largest real estate and retail firms.",https://www.forbes.com/profile/rene-benko/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5b7570b5a32f0129b2a24f38d50637f6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D65%26cropX2%3D345%26cropY1%3D0%26cropY2%3D280,"John Brown ran Stryker Corp., a medical device and software company, for 32 years before retiring as chairman in 2009. ",https://www.forbes.com/profile/john-brown/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6182c460dd603796f4e9678c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D293%26cropX2%3D683%26cropY1%3D8%26cropY2%3D398,"Chen Zhiping is the chairman and CEO of Smoore International, a supplier of vaping devices, and China's first vaping billionaire.",https://www.forbes.com/profile/chen-zhiping/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a0ae994bbe6f0e55869b78%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D744%26cropY1%3D24%26cropY2%3D767,"Andrew Currie has been a director at chemicals giant Ineos since 1999, a year after the company was founded by fellow billionaire James Ratcliffe.",https://www.forbes.com/profile/andrew-currie/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5efb573b222b100007dd146e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D238%26cropX2%3D1120%26cropY1%3D163%26cropY2%3D1045,Jim Davis bought a small Boston shoemaker in 1972 and turned it into $3.6 billion (est. sales) New Balance. ,https://www.forbes.com/profile/jim-davis/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F04bf8bc05f398814c72260b756b2fc5a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D39%26cropY2%3D783,"Dolan, his wife Helen and 6 children own controlling stakes in AMC Networks and Madison Square Garden's entertainment and sports companies.",https://www.forbes.com/profile/charles-dolan/?list=billionaires
"I can't say that payroll is an interesting business in and of itself. But being able to deliver it to 100,000 companies in a timely fashion? Now that is interesting.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f4972a5099f88892f707f4e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D748%26cropX2%3D2711%26cropY1%3D259%26cropY2%3D2220,"Tom Golisano founded payroll giant Paychex in 1971 with just $3,000 and a credit card.",https://www.forbes.com/profile/tom-golisano/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5dc054da5e338c0006622d3e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D726%26cropX2%3D2516%26cropY1%3D169%26cropY2%3D1959,"Hui Wing Mau chairs Shimao Property Holdings, a Hong Kong-listed real estate developer with projects in dozens of Chinese cities.",https://www.forbes.com/profile/hui-wing-mau/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e758a55d8e1ae0007b71625%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D696%26cropX2%3D3299%26cropY1%3D0%26cropY2%3D2601,"Daniel Kretinsky runs and owns Energeticky a prumyslovy holding (EPH), the biggest energy group in Central Europe.",https://www.forbes.com/profile/daniel-kretinsky/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Massimiliana Landini Aleotti and her three children inherited pharmaceutical giant Menarini from her late husband, Alberto Aleotti, in 2014.",https://www.forbes.com/profile/massimiliana-landini-aleotti/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F2d5e4df45e57233fed043051652af0b8%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D124%26cropX2%3D2188%26cropY1%3D0%26cropY2%3D2066,"Joe Lewis owns the Tavistock Group, with more than 200 assets across 13 countries.",https://www.forbes.com/profile/joe-lewis/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Li Chunan is a director at LONGi Green Technology Industry, one of China's largest suppliers of solar cells. ",https://www.forbes.com/profile/li-chunan/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6182ccfed143a6cc30e9678c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D513%26cropX2%3D2230%26cropY1%3D0%26cropY2%3D1718,"Lin Muqin chairs Eastroc Beverage, a China beverage producer.",https://www.forbes.com/profile/lin-muqin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ea6e3cb52ac2e00060dd521%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D845%26cropX2%3D3507%26cropY1%3D6%26cropY2%3D2667,"Shigenobu Nagamori is founder, chairman and CEO of motor manufacturer Nidec.",https://www.forbes.com/profile/shigenobu-nagamori/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a244daa7ea431f32197300%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D167%26cropX2%3D573%26cropY1%3D55%26cropY2%3D461,"Kjell Inge Rokke owns nearly 67% of publicly traded Aker, a shipping and offshore drilling conglomerate.",https://www.forbes.com/profile/kjell-inge-rokke/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6182e3452d967cb41de9678c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1142%26cropX2%3D2689%26cropY1%3D328%26cropY2%3D1873,"China software industry pioneer Wang Wenjing chairs Yonyou Software, once known as UFIDA. 

",https://www.forbes.com/profile/wang-wenjing/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,Chris Xu founded Shein more than a year ago and has turned it into a fast-fashion phenom with Gen Z.,https://www.forbes.com/profile/chris-xu/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F79f9f719edb1a954ae3fd1229a2f9924%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D63%26cropY2%3D807,"Yin leads Taiwan's Ruentex Group, which has interests in financial services and real estate.",https://www.forbes.com/profile/samuel-yin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F79f9f719edb1a954ae3fd1229a2f9924%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D63%26cropY2%3D807,"Yin leads Taiwan's Ruentex Group, which has interests in financial services and real estate.",https://www.forbes.com/profile/samuel-yin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5a8157de4bbe6f2652f547d0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D360%26cropX2%3D1255%26cropY1%3D134%26cropY2%3D1029,"Coates is co-CEO of Bet365, one of the world's largest online gambling companies, along with her billionaire brother, John. ",https://www.forbes.com/profile/denise-coates/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F59dbd16931358e542c038093%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D119%26cropX2%3D540%26cropY1%3D34%26cropY2%3D455,"Fisher is executive chairman and co-chief investment officer of Fisher Investments, which he founded in 1979 with $250. ",https://www.forbes.com/profile/ken-fisher/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c723c4931358e35dd27003f%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D152%26cropX2%3D659%26cropY1%3D25%26cropY2%3D533,Peter Grogg founded Switzerland-based biochemical company Bachem Holding AG in 1971 and served as CEO until 2002 and then chairman until 2012.,https://www.forbes.com/profile/peter-grogg/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7621d6c7b02d000666c78a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1529%26cropX2%3D4122%26cropY1%3D700%26cropY2%3D3294,"Dietmar Hopp left IBM with four colleagues in 1972 to launch German enterprise software company SAP (Systems, Applications, Products). ",https://www.forbes.com/profile/dietmar-hopp/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c724fe5a7ea43100043538d%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D4%26cropX2%3D473%26cropY1%3D61%26cropY2%3D530,"Sumet Jiaravanon has been executive chairman of Charoen Pokphand Group, Thailand's biggest conglomerate, since 1993.",https://www.forbes.com/profile/sumet-jiaravanon/?list=billionaires
"You can't take money with you. And if you can't do good things with it, you're a bloody fool.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e77c1dad8e1ae0007b73529%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D2666%26cropY1%3D320%26cropY2%3D2989,"The bulk of Nathan ""Natie"" Kirsh's fortune comes from U.S.-based Jetro Holdings, which owns restaurant supply stores Jetro Cash and Carry and Restaurant Depot.",https://www.forbes.com/profile/nathan-kirsh/?list=billionaires
We want to continually push the boundaries.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F61114e7fd646cf8cd829e63c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D1348%26cropY1%3D0%26cropY2%3D1348,"Stanford grad Forrest Li founded and runs online gaming firm and e-commerce firm Sea, which also has interests in e-payments and financial services.",https://www.forbes.com/profile/forrest-li/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,Rudolf Maag's fortune stems from medical devices. ,https://www.forbes.com/profile/rudolf-maag/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F57e11eb8a7ea430a8a1a0944%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D188%26cropX2%3D652%26cropY1%3D114%26cropY2%3D578,"Gary Rollins presides over Orkin, the biggest pest control company by revenues in North America.
",https://www.forbes.com/profile/gary-rollins/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5faaad52aa84d3f884e5b879%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D765%26cropX2%3D3079%26cropY1%3D689%26cropY2%3D3002,"U&#287;ur &#350;ahin is CEO and cofounder of German biotech firm BioNTech, which partnered with Pfizer to produce the first Covid-19 vaccine approved in the US.",https://www.forbes.com/profile/ugur-sahin/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c6d4fae31358e1c187f15c0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D343%26cropX2%3D4500%26cropY1%3D214%26cropY2%3D4371,"Mark Scheinberg co-founded PokerStars with his father, Isai, and built it into the world's biggest online poker company.",https://www.forbes.com/profile/mark-scheinberg/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60c0e482f89a541403622ce6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D963%26cropX2%3D1535%26cropY1%3D228%26cropY2%3D799,"Shen Guojun owns stakes in mining company Yintai Resources, real estate business Metro Land, and retailer Intime, where he served as chairman.",https://www.forbes.com/profile/shen-guojun/?list=billionaires
There's been a movement toward comfort. Everyone has experienced that. It's really tough to go back to anything else.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7b95cd9f46de0006e492bd%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1740%26cropX2%3D3369%26cropY1%3D1886%26cropY2%3D3515,"Dennis ""Chip"" Wilson is the founder and former CEO of Lululemon, which he started with a single store in Vancouver in 2000.",https://www.forbes.com/profile/chip-wilson/?list=billionaires
There's been a movement toward comfort. Everyone has experienced that. It's really tough to go back to anything else.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7b95cd9f46de0006e492bd%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1740%26cropX2%3D3369%26cropY1%3D1886%26cropY2%3D3515,"Dennis ""Chip"" Wilson is the founder and former CEO of Lululemon, which he started with a single store in Vancouver in 2000.",https://www.forbes.com/profile/chip-wilson/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,James Cox Chambers inherited an estimated 17% stake in media and automotive conglomerate Cox Enterprises from his mother Anne Cox Chambers. ,https://www.forbes.com/profile/james-chambers/?list=billionaires
